532.324100	0.143127
532.324200	0.137634
532.324300	0.133972
532.324400	0.124054
532.324500	0.127716
532.324600	0.119324
532.324700	0.118103
532.324800	0.120697
532.324900	0.123901
532.325000	0.136261
532.325100	0.250854
532.325200	0.576782
532.325300	1.126556
532.325400	1.311951
532.325500	1.336212
532.325600	0.877380
532.325700	0.122375
532.325800	-0.604248
532.325900	-0.787048
532.326000	-0.908051
532.326100	-0.871735
532.326200	-0.631561
532.326300	-0.411987
532.326400	-0.260620
532.326500	-0.079041
532.326600	0.070496
532.326700	0.122681
532.326800	0.129089
532.326900	0.124054
532.327000	0.117035
532.327100	0.112762
532.327200	0.110779
532.327300	0.107880
532.327400	0.103149
532.327500	0.106201
532.327600	0.110626
532.327700	0.111237
532.327800	0.114594
532.327900	0.118713
532.328000	0.120392
532.328100	0.116119
532.328200	0.115662
532.328300	0.127106
532.328400	0.131531
532.328500	0.148926
532.328600	0.151215
532.328700	0.135193
532.328800	0.118713
532.328900	0.110168
532.329000	0.092621
532.329100	0.082245
532.329200	0.073242
532.329300	0.081940
532.329400	0.096893
532.329500	0.100555
532.329600	0.111542
532.329700	0.122375
532.329800	0.136871
532.329900	0.156097
532.330000	0.173035
532.330100	0.167999
532.330200	0.151978
532.330300	0.131378
532.330400	0.121002
532.330500	0.244141
532.330600	0.628967
532.330700	1.135406
532.330800	1.322021
532.330900	1.454010
532.331000	0.930786
532.331100	-0.266113
532.331200	-1.118469
532.331300	-1.314240
532.331400	-1.338959
532.331500	-1.179657
532.331600	-0.403900
532.331700	-0.059814
532.331800	0.073395
532.331900	0.121613
532.332000	0.132294
532.332100	0.135498
532.332200	0.124512
532.332300	0.110626
532.332400	0.115814
532.332500	0.272064
532.332600	0.713806
532.332700	1.175537
532.332800	1.221924
532.332900	1.094513
532.333000	0.540771
532.333100	-0.067139
532.333200	0.021362
532.333300	0.337677
532.333400	0.596161
532.333500	1.200867
532.333600	0.838928
532.333700	-0.342865
532.333800	-1.121826
532.333900	-1.378937
532.334000	-1.539307
532.334100	-1.276093
532.334200	-0.820007
532.334300	-0.423126
532.334400	-0.156555
532.334500	0.103912
532.334600	0.447083
532.334700	0.737915
532.334800	0.828400
532.334900	0.636292
532.335000	0.193481
532.335100	-0.287628
532.335200	-0.604553
532.335300	-0.682068
532.335400	-0.536652
532.335500	-0.254364
532.335600	-0.025024
532.335700	0.080872
532.335800	0.122375
532.335900	0.129089
532.336000	0.120697
532.336100	0.116425
532.336200	0.141144
532.336300	0.310364
532.336400	0.792236
532.336500	1.520538
532.336600	2.108307
532.336700	2.119751
532.336800	1.445618
532.336900	0.236816
532.337000	-1.036835
532.337100	-1.853638
532.337200	-1.952667
532.337300	-1.575470
532.337400	-1.180573
532.337500	-0.356750
532.337600	0.001526
532.337700	0.137787
532.337800	0.168457
532.337900	0.133057
532.338000	0.085754
532.338100	0.057068
532.338200	0.056152
532.338300	0.086975
532.338400	0.146332
532.338500	0.203247
532.338600	0.342865
532.338700	0.620728
532.338800	0.831299
532.338900	0.716248
532.339000	0.519104
532.339100	0.245056
532.339200	-0.064545
532.339300	-0.332794
532.339400	-0.520782
532.339500	-0.661774
532.339600	-0.453186
532.339700	-0.190735
532.339800	-0.020905
532.339900	0.040741
532.340000	0.098114
532.340100	0.290527
532.340200	0.668182
532.340300	1.131744
532.340400	1.536713
532.340500	1.439972
532.340600	1.119690
532.340700	0.376587
532.340800	-0.674286
532.340900	-1.427917
532.341000	-1.421204
532.341100	-1.206818
532.341200	-0.868530
532.341300	-0.307312
532.341400	0.003510
532.341500	0.118408
532.341600	0.135651
532.341700	0.131226
532.341800	0.113068
532.341900	0.107574
532.342000	0.113220
532.342100	0.123749
532.342200	0.137177
532.342300	0.142517
532.342400	0.144196
532.342500	0.135345
532.342600	0.127716
532.342700	0.122528
532.342800	0.116577
532.342900	0.116119
532.343000	0.115967
532.343100	0.121765
532.343200	0.122070
532.343300	0.123596
532.343400	0.119629
532.343500	0.110779
532.343600	0.128021
532.343700	0.159760
532.343800	0.182343
532.343900	0.177002
532.344000	0.127411
532.344100	0.079651
532.344200	0.064087
532.344300	0.069275
532.344400	0.090485
532.344500	0.110931
532.344600	0.115662
532.344700	0.120697
532.344800	0.226135
532.344900	0.545197
532.345000	0.875549
532.345100	0.998535
532.345200	1.021423
532.345300	0.466309
532.345400	-0.396881
532.345500	-0.830688
532.345600	-0.893250
532.345700	-0.867004
532.345800	-0.446625
532.345900	-0.108795
532.346000	0.051117
532.346100	0.105286
532.346200	0.112305
532.346300	0.115051
532.346400	0.113983
532.346500	0.118256
532.346600	0.116272
532.346700	0.121155
532.346800	0.127106
532.346900	0.128021
532.347000	0.133514
532.347100	0.122986
532.347200	0.113983
532.347300	0.102386
532.347400	0.094452
532.347500	0.093536
532.347600	0.095367
532.347700	0.107117
