495.152900	0.085907
495.153000	0.070496
495.153100	0.070801
495.153200	0.086975
495.153300	0.104980
495.153400	0.119019
495.153500	0.121918
495.153600	0.110474
495.153700	0.084076
495.153800	0.058441
495.153900	0.051422
495.154000	0.047302
495.154100	0.049744
495.154200	0.077820
495.154300	0.099030
495.154400	0.102997
495.154500	0.109558
495.154600	0.113068
495.154700	0.099487
495.154800	0.089111
495.154900	0.078430
495.155000	0.072937
495.155100	0.068054
495.155200	0.063934
495.155300	0.076599
495.155400	0.080261
495.155500	0.088806
495.155600	0.087128
495.155700	0.086670
495.155800	0.089417
495.155900	0.089111
495.156000	0.084229
495.156100	0.087891
495.156200	0.087738
495.156300	0.094910
495.156400	0.103607
495.156500	0.099792
495.156600	0.104980
495.156700	0.102539
495.156800	0.093231
495.156900	0.092468
495.157000	0.095520
495.157100	0.100250
495.157200	0.103760
495.157300	0.108490
495.157400	0.095673
495.157500	0.092316
495.157600	0.080109
495.157700	0.068817
495.157800	0.068359
495.157900	0.068970
495.158000	0.077667
495.158100	0.078583
495.158200	0.083771
495.158300	0.080872
495.158400	0.082245
495.158500	0.082397
495.158600	0.082245
495.158700	0.082703
495.158800	0.101166
495.158900	0.122375
495.159000	0.135803
495.159100	0.137329
495.159200	0.122223
495.159300	0.096130
495.159400	0.069733
495.159500	0.045776
495.159600	0.045166
495.159700	0.056915
495.159800	0.071869
495.159900	0.083313
495.160000	0.083618
495.160100	0.089264
495.160200	0.088196
495.160300	0.086060
495.160400	0.080109
495.160500	0.087738
495.160600	0.095215
495.160700	0.103912
495.160800	0.105286
495.160900	0.095673
495.161000	0.092621
495.161100	0.086060
495.161200	0.079498
495.161300	0.079956
495.161400	0.080414
495.161500	0.084076
495.161600	0.083618
495.161700	0.093231
495.161800	0.089722
495.161900	0.086212
495.162000	0.090179
495.162100	0.084076
495.162200	0.087433
495.162300	0.093079
495.162400	0.086975
495.162500	0.089569
495.162600	0.087433
495.162700	0.086823
495.162800	0.084381
495.162900	0.089417
495.163000	0.093842
495.163100	0.101929
495.163200	0.129700
495.163300	0.178528
495.163400	0.230560
495.163500	0.251312
495.163600	0.242615
495.163700	0.201416
495.163800	0.121918
495.163900	0.034180
495.164000	-0.043945
495.164100	-0.093384
495.164200	-0.105438
495.164300	-0.082855
495.164400	-0.038147
495.164500	0.015869
495.164600	0.052032
495.164700	0.111542
495.164800	0.276642
495.164900	0.628967
495.165000	1.202240
495.165100	1.482544
495.165200	1.542206
495.165300	1.484833
495.165400	0.808105
495.165500	-0.178223
495.165600	-1.097565
495.165700	-1.482697
495.165800	-1.519470
495.165900	-1.485443
495.166000	-1.198273
495.166100	-0.489502
495.166200	-0.130920
495.166300	0.030212
495.166400	0.083923
495.166500	0.101929
495.166600	0.110779
495.166700	0.116119
495.166800	0.116882
495.166900	0.105133
495.167000	0.094910
495.167100	0.094604
495.167200	0.089722
495.167300	0.085754
495.167400	0.081482
495.167500	0.077667
495.167600	0.087280
495.167700	0.090485
495.167800	0.109253
495.167900	0.133209
495.168000	0.162811
495.168100	0.186310
495.168200	0.182190
495.168300	0.192871
495.168400	0.207825
495.168500	0.183105
495.168600	0.125275
495.168700	0.059052
495.168800	-0.002899
495.168900	-0.004425
495.169000	-0.010986
495.169100	-0.034637
495.169200	-0.031281
495.169300	0.010681
495.169400	0.043182
495.169500	0.060883
495.169600	0.070801
495.169700	0.073395
495.169800	0.088654
495.169900	0.086670
495.170000	0.085907
495.170100	0.093231
495.170200	0.099030
495.170300	0.104980
495.170400	0.118408
495.170500	0.130005
495.170600	0.123291
495.170700	0.110779
495.170800	0.089417
495.170900	0.064545
495.171000	0.057831
495.171100	0.068970
495.171200	0.097198
495.171300	0.130768
495.171400	0.151062
495.171500	0.152893
495.171600	0.137482
495.171700	0.098114
495.171800	0.070953
495.171900	0.063934
495.172000	0.057373
495.172100	0.048523
495.172200	0.055542
495.172300	0.067291
495.172400	0.069885
495.172500	0.066681
495.172600	0.061035
495.172700	0.072174
495.172800	0.078735
495.172900	0.076599
495.173000	0.077820
495.173100	0.082397
495.173200	0.086670
495.173300	0.089111
495.173400	0.086670
495.173500	0.083923
495.173600	0.087738
495.173700	0.092163
495.173800	0.090485
495.173900	0.090942
495.174000	0.086975
495.174100	0.086975
495.174200	0.090332
495.174300	0.087128
495.174400	0.087891
495.174500	0.091858
495.174600	0.117340
495.174700	0.168915
