time,value,signalMask,labelMask,finalLabel
253.232900,0.546875,0,0,0
253.233000,0.544281,0,0,0
253.233100,0.463409,0,0,0
253.233200,0.362244,0,0,0
253.233300,0.244904,0,0,0
253.233400,0.111237,0,0,0
253.233500,-0.027313,0,0,0
253.233600,-0.156555,0,0,0
253.233700,-0.277557,0,0,0
253.233800,-0.365295,0,0,0
253.233900,-0.372467,-1,2,1
253.234000,-0.241394,-1,2,1
253.234100,0.157318,-1,2,1
253.234200,0.930939,-1,2,1
253.234300,1.786346,-1,2,1
253.234400,2.274628,-1,2,1
253.234500,2.410278,-1,2,1
253.234600,2.111511,-1,2,1
253.234700,1.258850,-1,2,1
253.234800,0.128479,-1,2,1
253.234900,-0.923309,-1,2,1
253.235000,-2.052002,-1,2,1
253.235100,-2.640533,-1,2,1
253.235200,-2.751160,-1,2,1
253.235300,-2.571411,-1,2,1
253.235400,-2.083588,-1,2,1
253.235500,-1.339722,-1,2,1
253.235600,-0.700989,-1,2,1
253.235700,-0.315552,-1,2,1
253.235800,-0.121613,-1,2,1
253.235900,-0.045471,-1,2,1
253.236000,-0.007477,-1,2,1
253.236100,0.013885,-1,2,1
253.236200,0.023193,-1,2,1
253.236300,0.030670,-1,2,1
253.236400,0.020447,0,0,0
253.236500,0.015869,0,0,0
253.236600,0.016327,0,0,0
253.236700,0.014954,0,0,0
253.236800,0.008850,0,0,0
253.236900,0.003967,0,0,0
253.237000,0.000305,0,0,0
253.237100,0.000763,0,0,0
253.237200,0.004120,0,0,0
253.237300,0.003204,0,0,0
253.237400,0.007477,0,0,0
253.237500,0.009308,0,0,0
253.237600,0.015717,0,0,0
253.237700,0.011749,0,0,0
253.237800,0.018311,0,0,0
253.237900,0.020294,0,0,0
253.238000,0.018311,0,0,0
253.238100,0.020599,0,0,0
253.238200,0.021362,0,0,0
253.238300,0.019073,0,0,0
253.238400,0.021515,0,0,0
253.238500,0.018311,0,0,0
253.238600,0.021362,0,0,0
253.238700,0.020142,0,0,0
253.238800,0.027313,0,0,0
253.238900,0.023956,-1,2,1
253.239000,0.040588,-1,2,1
253.239100,0.152130,-1,2,1
253.239200,0.450745,-1,2,1
253.239300,0.998993,-1,2,1
253.239400,1.959686,-1,2,1
253.239500,3.017883,-1,2,1
253.239600,3.332062,-1,2,1
253.239700,3.309021,-1,2,1
