time,value,signalMask,labelMask,finalLabel
366.436100,0.065613,0,0,0
366.436200,0.055847,0,0,0
366.436300,0.047607,0,0,0
366.436400,0.036621,0,0,0
366.436500,0.017395,0,0,0
366.436600,0.013275,0,0,0
366.436700,-0.001526,0,0,0
366.436800,-0.007629,0,0,0
366.436900,-0.013580,0,0,0
366.437000,-0.023041,0,0,0
366.437100,-0.031433,0,0,0
366.437200,-0.041199,0,0,0
366.437300,-0.049591,0,0,0
366.437400,-0.052490,0,0,0
366.437500,-0.061035,0,0,0
366.437600,-0.066528,0,0,0
366.437700,-0.079803,0,0,0
366.437800,-0.081482,0,0,0
366.437900,-0.081635,0,0,0
366.438000,-0.090179,0,0,0
366.438100,-0.097961,0,0,0
366.438200,-0.109253,0,0,0
366.438300,-0.113831,0,0,0
366.438400,-0.117493,0,0,0
366.438500,-0.116119,0,0,0
366.438600,-0.125275,0,0,0
366.438700,-0.128937,0,0,0
366.438800,-0.129700,0,0,0
366.438900,-0.133514,0,0,0
366.439000,-0.143890,0,0,0
366.439100,-0.148163,0,0,0
366.439200,-0.153046,0,0,0
366.439300,-0.152893,0,0,0
366.439400,-0.156097,0,0,0
366.439500,-0.156860,0,0,0
366.439600,-0.164795,0,0,0
366.439700,-0.165710,0,0,0
366.439800,-0.168610,0,0,0
366.439900,-0.166779,0,0,0
366.440000,-0.169983,0,0,0
366.440100,-0.164948,0,0,0
366.440200,-0.159607,0,0,0
366.440300,-0.156555,0,0,0
366.440400,-0.154724,0,0,0
366.440500,-0.147705,0,0,0
366.440600,-0.148926,-1,2,1
366.440700,-0.144806,-1,2,1
366.440800,-0.135498,-1,2,1
366.440900,-0.125122,-1,2,1
366.441000,-0.117035,-1,2,1
366.441100,-0.103760,-1,2,1
366.441200,-0.092926,-1,2,1
366.441300,-0.076294,-1,2,1
366.441400,-0.062866,-1,2,1
366.441500,-0.047150,-1,2,1
366.441600,-0.027924,-1,2,1
366.441700,-0.008545,-1,2,1
366.441800,0.011139,-1,2,1
366.441900,0.031738,-1,2,1
366.442000,0.052338,-1,2,1
366.442100,0.076294,-1,2,1
366.442200,0.104370,-1,2,1
366.442300,0.133667,-1,2,1
366.442400,0.165710,-1,2,1
366.442500,0.190582,-1,2,1
366.442600,0.222626,-1,2,1
366.442700,0.248108,-1,2,1
366.442800,0.279846,-1,2,1
366.442900,0.305176,-1,2,1
366.443000,0.336151,-1,2,1
366.443100,0.366821,-1,2,1
366.443200,0.392761,-1,2,1
366.443300,0.423431,-1,2,1
366.443400,0.446014,-1,2,1
366.443500,0.466003,-1,2,1
366.443600,0.478973,-1,2,1
366.443700,0.491943,-1,2,1
366.443800,0.499268,-1,2,1
366.443900,0.508575,-1,2,1
366.444000,0.505371,-1,2,1
366.444100,0.503845,-1,2,1
366.444200,0.508270,-1,2,1
366.444300,0.493164,-1,2,1
366.444400,0.475616,-1,2,1
366.444500,0.460052,-1,2,1
366.444600,0.446472,-1,2,1
366.444700,0.431061,-1,2,1
366.444800,0.413818,-1,2,1
366.444900,0.397491,-1,2,1
366.445000,0.381470,-1,2,1
366.445100,0.368042,-1,2,1
366.445200,0.344543,-1,2,1
366.445300,0.334473,-1,2,1
366.445400,0.314941,-1,2,1
366.445500,0.296936,-1,2,1
366.445600,0.288696,-1,2,1
366.445700,0.269470,-1,2,1
366.445800,0.257263,-1,2,1
366.445900,0.248566,-1,2,1
366.446000,0.239258,-1,2,1
366.446100,0.232849,-1,2,1
366.446200,0.221863,-1,2,1
366.446300,0.204315,-1,2,1
366.446400,0.194397,-1,2,1
366.446500,0.188141,-1,2,1
366.446600,0.176697,-1,2,1
366.446700,0.173950,-1,2,1
366.446800,0.166321,-1,2,1
366.446900,0.155792,-1,2,1
366.447000,0.150146,-1,2,1
366.447100,0.133514,-1,2,1
366.447200,0.126190,-1,2,1
366.447300,0.116272,-1,2,1
366.447400,0.106049,-1,2,1
366.447500,0.089264,-1,2,1
366.447600,0.074921,-1,2,1
366.447700,0.062866,-1,2,1
366.447800,0.050201,-1,2,1
366.447900,0.040436,-1,2,1
366.448000,0.025177,-1,2,1
366.448100,0.020142,-1,2,1
366.448200,0.008545,-1,2,1
366.448300,-0.009460,-1,2,1
366.448400,-0.020752,-1,2,1
366.448500,-0.032196,-1,2,1
366.448600,-0.039520,-1,2,1
366.448700,-0.049133,-1,2,1
366.448800,-0.061340,-1,2,1
366.448900,-0.068512,-1,2,1
366.449000,-0.077972,-1,2,1
366.449100,-0.081940,-1,2,1
366.449200,-0.083008,-1,2,1
366.449300,-0.079041,-1,2,1
366.449400,-0.079041,-1,2,1
366.449500,-0.081024,-1,2,1
366.449600,-0.073242,-1,2,1
366.449700,-0.063629,-1,2,1
366.449800,-0.057220,-1,2,1
366.449900,-0.039825,-1,2,1
366.450000,-0.020447,-1,2,1
366.450100,0.001678,-1,2,1
366.450200,0.025940,-1,2,1
366.450300,0.054321,-1,2,1
366.450400,0.083771,-1,2,1
366.450500,0.121002,-1,2,1
366.450600,0.159607,-1,2,1
366.450700,0.208740,-1,2,1
366.450800,0.255585,-1,2,1
366.450900,0.304260,-1,2,1
366.451000,0.357056,-1,2,1
366.451100,0.412292,-1,2,1
366.451200,0.479431,-1,2,1
366.451300,0.546875,-1,2,1
366.451400,0.605927,-1,2,1
366.451500,0.683899,-1,2,1
366.451600,0.759277,-1,2,1
366.451700,0.830994,-1,2,1
366.451800,0.908203,-1,2,1
366.451900,0.990448,-1,2,1
366.452000,1.067963,-1,2,1
366.452100,1.142731,-1,2,1
366.452200,1.218719,-1,2,1
366.452300,1.300354,-1,2,1
366.452400,1.375427,-1,2,1
366.452500,1.441193,-1,2,1
366.452600,1.512299,-1,2,1
366.452700,1.569214,-1,2,1
366.452800,1.627197,-1,2,1
366.452900,1.678772,-1,2,1
366.453000,1.724854,-1,2,1
366.453100,1.761627,-1,2,1
366.453200,1.788940,-1,2,1
366.453300,1.826935,-1,2,1
366.453400,1.841583,-1,2,1
366.453500,1.853027,-1,2,1
366.453600,1.857605,-1,2,1
366.453700,1.861572,-1,2,1
366.453800,1.853943,-1,2,1
366.453900,1.846466,-1,2,1
366.454000,1.830750,-1,2,1
366.454100,1.803436,-1,2,1
366.454200,1.778412,-1,2,1
366.454300,1.752472,-1,2,1
366.454400,1.715088,-1,2,1
366.454500,1.687012,-1,2,1
366.454600,1.651306,-1,2,1
366.454700,1.603851,-1,2,1
366.454800,1.558228,-1,2,1
366.454900,1.512299,-1,2,1
366.455000,1.458893,-1,2,1
366.455100,1.408691,-1,2,1
366.455200,1.347046,-1,2,1
366.455300,1.294250,-1,2,1
366.455400,1.230774,-1,2,1
366.455500,1.168518,-1,2,1
366.455600,1.106262,-1,2,1
366.455700,1.040192,-1,2,1
366.455800,0.969849,-1,2,1
366.455900,0.902710,-1,2,1
366.456000,0.833282,-1,2,1
366.456100,0.756836,-1,2,1
366.456200,0.686646,-1,2,1
366.456300,0.609894,-1,2,1
366.456400,0.519409,-1,2,1
366.456500,0.435333,-1,2,1
366.456600,0.339050,-1,2,1
366.456700,0.247498,-1,2,1
366.456800,0.141296,-1,2,1
366.456900,0.039215,-1,2,1
366.457000,-0.066681,-1,2,1
366.457100,-0.174103,-1,2,1
366.457200,-0.278168,-1,2,1
366.457300,-0.384827,-1,2,1
366.457400,-0.488434,-1,2,1
366.457500,-0.594330,-1,2,1
366.457600,-0.704956,-1,2,1
366.457700,-0.815277,-1,2,1
366.457800,-0.940857,-1,2,1
366.457900,-1.042633,-1,2,1
366.458000,-1.152039,-1,2,1
366.458100,-1.309814,-1,2,1
366.458200,-1.425629,-1,2,1
366.458300,-1.541901,-1,2,1
366.458400,-1.654053,-1,2,1
366.458500,-1.760406,-1,2,1
366.458600,-1.868591,-1,2,1
366.458700,-1.963959,-1,2,1
366.458800,-2.064667,-1,2,1
366.458900,-2.159729,-1,2,1
366.459000,-2.254639,-1,2,1
366.459100,-2.339478,-1,2,1
366.459200,-2.419434,-1,2,1
366.459300,-2.510223,-1,2,1
366.459400,-2.584229,-1,2,1
366.459500,-2.659302,-1,2,1
366.459600,-2.729187,-1,2,1
366.459700,-2.802887,-1,2,1
366.459800,-2.868195,-1,2,1
366.459900,-2.923889,-1,2,1
366.460000,-2.983093,-1,2,1
366.460100,-3.023834,-1,2,1
366.460200,-3.070221,-1,2,1
366.460300,-3.104706,-1,2,1
366.460400,-3.138733,-1,2,1
366.460500,-3.161926,-1,2,1
366.460600,-3.178101,-1,2,1
366.460700,-3.194427,-1,2,1
366.460800,-3.202515,-1,2,1
366.460900,-3.201447,-1,2,1
366.461000,-3.194885,-1,2,1
366.461100,-3.180237,-1,2,1
366.461200,-3.168030,-1,2,1
366.461300,-3.142700,-1,2,1
366.461400,-3.117676,-1,2,1
366.461500,-3.087616,-1,2,1
366.461600,-3.045654,-1,2,1
366.461700,-3.010254,-1,2,1
366.461800,-2.966156,-1,2,1
366.461900,-2.919159,-1,2,1
366.462000,-2.867584,-1,2,1
366.462100,-2.812500,-1,2,1
366.462200,-2.758942,-1,2,1
366.462300,-2.695770,-1,2,1
366.462400,-2.633209,-1,2,1
366.462500,-2.567139,-1,2,1
366.462600,-2.501678,-1,2,1
366.462700,-2.429352,-1,2,1
366.462800,-2.357330,-1,2,1
366.462900,-2.277069,-1,2,1
366.463000,-2.198792,-1,2,1
366.463100,-2.119598,-1,2,1
366.463200,-2.027893,-1,2,1
366.463300,-1.939240,-1,2,1
366.463400,-1.845551,-1,2,1
366.463500,-1.745148,-1,2,1
366.463600,-1.645050,-1,2,1
366.463700,-1.528015,-1,2,1
366.463800,-1.463776,-1,2,1
366.463900,-1.322327,-1,2,1
366.464000,-1.219330,-1,2,1
366.464100,-1.106873,-1,2,1
366.464200,-0.995483,-1,2,1
366.464300,-0.901337,-1,2,1
366.464400,-0.802460,-1,2,1
366.464500,-0.693359,-1,2,1
366.464600,-0.576782,-1,2,1
366.464700,-0.460205,-1,2,1
366.464800,-0.358276,-1,2,1
366.464900,-0.242615,-1,2,1
366.465000,-0.130463,-1,2,1
366.465100,-0.035248,-1,2,1
366.465200,0.068359,-1,2,1
366.465300,0.166473,-1,2,1
366.465400,0.251465,-1,2,1
366.465500,0.338593,-1,2,1
366.465600,0.410004,-1,2,1
366.465700,0.484009,-1,2,1
366.465800,0.542755,-1,2,1
366.465900,0.604095,-1,2,1
366.466000,0.657501,-1,2,1
366.466100,0.706329,-1,2,1
366.466200,0.746155,-1,2,1
366.466300,0.787048,-1,2,1
366.466400,0.822296,-1,2,1
366.466500,0.856171,-1,2,1
366.466600,0.875092,-1,2,1
366.466700,0.906372,-1,2,1
366.466800,0.921936,-1,2,1
366.466900,0.939026,-1,2,1
366.467000,0.953522,-1,2,1
366.467100,0.961456,-1,2,1
366.467200,0.970001,-1,2,1
366.467300,0.973053,-1,2,1
366.467400,0.971680,-1,2,1
366.467500,0.971069,-1,2,1
366.467600,0.966492,-1,2,1
366.467700,0.961914,-1,2,1
366.467800,0.958405,-1,2,1
366.467900,0.946198,-1,2,1
366.468000,0.943756,-1,2,1
366.468100,0.926514,-1,2,1
366.468200,0.914917,-1,2,1
366.468300,0.906372,-1,2,1
366.468400,0.892181,-1,2,1
366.468500,0.881348,-1,2,1
366.468600,0.863342,-1,2,1
366.468700,0.848999,-1,2,1
366.468800,0.831757,-1,2,1
366.468900,0.814362,-1,2,1
366.469000,0.794067,-1,2,1
366.469100,0.772858,-1,2,1
366.469200,0.756226,-1,2,1
366.469300,0.733337,-1,2,1
366.469400,0.709991,-1,2,1
366.469500,0.699005,-1,2,1
366.469600,0.686035,-1,2,1
366.469700,0.665588,-1,2,1
366.469800,0.640411,-1,2,1
366.469900,0.623322,-1,2,1
366.470000,0.600586,-1,2,1
366.470100,0.584259,-1,2,1
366.470200,0.569611,-1,2,1
366.470300,0.549469,-1,2,1
366.470400,0.530701,-1,2,1
366.470500,0.511169,-1,2,1
366.470600,0.498810,-1,2,1
366.470700,0.474091,-1,2,1
366.470800,0.456085,-1,2,1
366.470900,0.437012,-1,2,1
366.471000,0.417480,-1,2,1
366.471100,0.410461,-1,2,1
366.471200,0.396423,-1,2,1
366.471300,0.378571,-1,2,1
366.471400,0.364075,-1,2,1
366.471500,0.348358,-1,2,1
