time,value,signalMask,labelMask,finalLabel
367.050500,0.202637,-1,2,1
367.050600,0.229034,-1,2,1
367.050700,0.257416,-1,2,1
367.050800,0.274048,-1,2,1
367.050900,0.304565,-1,2,1
367.051000,0.331421,-1,2,1
367.051100,0.359192,-1,2,1
367.051200,0.387421,-1,2,1
367.051300,0.424805,-1,2,1
367.051400,0.465393,-1,2,1
367.051500,0.502472,-1,2,1
367.051600,0.543365,-1,2,1
367.051700,0.586700,-1,2,1
367.051800,0.629272,-1,2,1
367.051900,0.677032,-1,2,1
367.052000,0.724792,-1,2,1
367.052100,0.774231,-1,2,1
367.052200,0.827942,-1,2,1
367.052300,0.882111,-1,2,1
367.052400,0.937195,-1,2,1
367.052500,0.989838,-1,2,1
367.052600,1.037292,-1,2,1
367.052700,1.087036,-1,2,1
367.052800,1.137848,-1,2,1
367.052900,1.179810,-1,2,1
367.053000,1.208954,-1,2,1
367.053100,1.237488,-1,2,1
367.053200,1.255951,-1,2,1
367.053300,1.268463,-1,2,1
367.053400,1.268616,-1,2,1
367.053500,1.264038,-1,2,1
367.053600,1.263428,-1,2,1
367.053700,1.253967,-1,2,1
367.053800,1.246185,-1,2,1
367.053900,1.233978,-1,2,1
367.054000,1.222534,-1,2,1
367.054100,1.205444,-1,2,1
367.054200,1.190948,-1,2,1
367.054300,1.185608,-1,2,1
367.054400,1.164856,-1,2,1
367.054500,1.152649,-1,2,1
367.054600,1.145020,-1,2,1
367.054700,1.132965,-1,2,1
367.054800,1.120605,-1,2,1
367.054900,1.110229,-1,2,1
367.055000,1.103516,-1,2,1
367.055100,1.095428,-1,2,1
367.055200,1.088409,-1,2,1
367.055300,1.078491,-1,2,1
367.055400,1.067810,-1,2,1
367.055500,1.058350,-1,2,1
367.055600,1.055603,-1,2,1
367.055700,1.034851,-1,2,1
367.055800,1.018829,-1,2,1
367.055900,1.004486,-1,2,1
367.056000,0.979156,-1,2,1
367.056100,0.946960,-1,2,1
367.056200,0.901184,-1,2,1
367.056300,0.851440,-1,2,1
367.056400,0.799561,-1,2,1
367.056500,0.734100,-1,2,1
367.056600,0.656586,-1,2,1
367.056700,0.578766,-1,2,1
367.056800,0.485535,-1,2,1
367.056900,0.400696,-1,2,1
367.057000,0.299683,-1,2,1
367.057100,0.192566,-1,2,1
367.057200,0.089417,-1,2,1
367.057300,-0.014648,-1,2,1
367.057400,-0.116425,-1,2,1
367.057500,-0.222168,-1,2,1
367.057600,-0.327301,-1,2,1
367.057700,-0.420685,-1,2,1
367.057800,-0.511017,-1,2,1
367.057900,-0.596161,-1,2,1
