,euclid_distance,vertical_margin_diff,peakdiffProp,left_slope,mid_slope,right_slope,left_ellipse_prop,right_ellipse_prop,standard_deviation,label
5116,0.9404011517565256,0.027465,0.958295519237245,0.3673944674875524,-0.31860951163399837,-1.100411644017387,0.09420788556797234,0.20763656162873967,0.35776974537694156,-1
5117,0.6804165124510134,0.023804000000000002,0.9367774815960664,5.809491680755022,-1.332675528923359,0.4171766819414607,0.5085039743738702,0.5326165877546506,0.08757560534306856,-1
5118,1.0929509718560115,0.392609,0.8407301833522399,0.8692265435737129,-0.10871673947192705,2.8373189102098326,0.09869722113430313,0.2992424986499837,0.5068443737136016,-1
5119,1.7000049924632572,0.00412,1.1035713943747534,0.8785167242661001,-0.12198141055373214,-1.5955790443266202,0.2182054828586415,0.2602895541243787,0.4231709849457123,-1
5120,1.8379409639836095,1.0897830000000002,0.5797957817543724,0.29584588511869,-0.10194407544569183,-0.5790519912317156,0.2801423746727389,0.326387846416546,0.61135261315251,-1
5121,0.6405316482922604,0.026092,0.7514608994058951,1.0761343494085465,-0.5681316680398604,3.977141394245275,0.40204648933954534,0.651792939924326,0.16614959108996544,-1
5122,0.6811210170329499,0.039062,0.80052693714187,0.7242347672739716,-0.5203132973074394,-2.521672724062347,0.0876080361083671,0.34639119505777516,0.19602265888373255,-1
5123,0.9401525737714065,0.016937,0.5669192302281898,0.4666125531012021,-0.5370983539832093,-1.8377054108370219,0.09756944913555067,0.34632444185469713,0.33552200382336456,-1
5124,0.8618411994242327,0.056305,0.929361001364083,0.31039842364978476,-0.30175084503742877,-0.8359762785686228,0.23762723189366036,0.6546543218413922,0.29511583127084146,-1
5125,1.1364596838256076,0.192719,1.8470831018858098,0.9861022817473748,0.26039040097014904,50.794558398579625,0.34371378185500956,0.20447263512124073,0.4892751930720221,-1
5126,0.7600931900786903,0.011902,0.8472392664453429,0.6789524860603598,-0.3126588687136333,-1.7967158087028416,0.1926480676295864,0.27518785653937866,0.2480406340375083,-1
5127,0.7400098287158083,0.003813999999999998,0.8012183800187674,0.6261399764255339,-0.4749068662147082,-61.578224319762924,0.21440127737219933,0.6850252875219784,0.21827129126702385,-1
5128,1.3610303048440915,0.05294800000000001,0.9798985068883863,0.4910724202825399,-0.052703448040923924,-0.49661647458370245,0.36749247384201245,0.352579637856957,0.9322697402905115,-1
5129,0.5253912402476845,0.075073,2.3879922596484215,0.18127699029197208,-0.12095580473576857,-1.2338819126129383,0.12286766073181168,0.32635347615731697,0.5521670956724536,-1
5130,0.9370432962510323,0.719757,0.5183041206082761,0.15863676876953928,-0.17411572447060414,-0.3947120779265823,0.32325693981970666,0.23271963619675515,0.3329963365104203,-1
5131,1.1203146444191472,0.02655,0.5961984857139385,0.7164001446949311,-0.7557567657446018,-6.819107538923213,0.05347205035246517,0.41107883351215607,0.30482613037668155,-1
5132,1.340284579454677,0.027617999999999997,0.8775650335070272,0.28211018741826105,-0.07511524407498224,-0.4304371490213564,0.07624066880049317,0.16436540593599408,0.579836030139285,-1
5133,0.6809609111902093,0.036163,0.8082806712946438,0.8223235403415061,-0.39825738528351196,-3.8489657558778343,0.2313829466696774,0.6513352138961925,0.19576691379383407,-1
5134,1.040005417990214,0.0033570000000000006,1.107863130504064,0.20284899767459946,-0.13757584898350797,-0.5388660439506983,0.006315780820922861,0.6266100485472952,0.7293417137059878,-1
5135,1.1403198814648456,0.027007999999999997,0.8767525352668176,1.3971258738237171,-0.1744668911672327,-1.9452024574866025,0.20545896708735054,0.3193757818692869,0.40655383209990387,-1
5136,0.6208593107266734,0.032653999999999996,0.7526492274630405,1.1805890918914446,-0.6571249716221682,2.0556915747409295,0.4949021818255916,0.6896422257089919,0.11703293493391548,-1
5137,1.2200610684916555,0.012207,0.9385063939039618,0.2988132033562031,-0.17135731903189458,-0.6631404603928719,0.018363497258981388,0.404368707131678,0.4089137084338082,-1
5138,2.0200611436511027,0.015717,0.9165319932572505,0.2079629702096269,-0.06324757177201805,-0.2857007443340573,0.2039858155673956,0.3528678117876001,0.6209178646244031,-1
5139,0.7401767344871089,0.016174,1.1065842038756466,2.2180650849445844,-2.514218009706929,-0.04427331036069542,0.5318208126448509,0.7622388372695852,0.08959548251761969,-1
5140,0.6400590893105105,0.008697,0.6989719925583278,15.140848482493121,-1.330588451575987,0.046920314775616534,0.5506859784794231,0.7137173174917398,0.09396158362931395,-1
5141,1.6094530089754095,1.21109,1.4454979530448682,1.1980171523966638,0.2285660301101034,0.3071358200571777,0.3521647486893224,0.4148856911653557,0.5230598081621808,-1
5142,1.1067721719378383,0.930024,0.9825052651180257,0.19020756337379224,-0.07778260965976021,-0.1769021907961754,0.3968045106801641,0.20445982318601544,0.7920278737326398,-1
5143,0.3459605164986317,0.249176,1.226867233703236,-0.26686314859589816,-0.7945334533709056,-0.7113561851179477,0.8834522422556338,0.8699258478168985,0.10674345119321865,-1
5144,1.221922212804072,0.068512,0.9275909661878202,0.29488922291538977,-0.1076823122109433,-0.4118390730662743,0.04800686922957347,0.33145361304926935,0.46282774155007456,-1
5145,0.5202020053786798,0.24292000000000002,1.1584356376351044,0.8655554641817176,-0.723762112564406,-1.6985854881966798,0.2746143184350428,0.6127581769573657,0.16591671848994669,-1
5146,1.4835584406635285,0.102692,1.0144563215457805,0.4135778813649711,-0.050208427489899045,-0.4559485502511676,0.48113893731394247,0.49164786794808385,1.0817156336623082,-1
5147,1.9006834116246187,0.050964999999999996,1.20224192307331,0.17722710428256083,-0.10116767186616127,-0.3365467738545756,0.19206859214848826,0.03942650201659444,0.6269211251201844,-1
5148,1.2723080538674587,0.176544,1.043748455474334,0.24193210096896456,-0.1262932455087169,-0.8917515777415771,0.04251676528700152,0.8032743135185176,0.5842423806851773,-1
5149,0.7009414040103494,0.036315999999999994,0.948423022766649,0.3321591657114177,-0.3728383038917225,-0.7962767196980426,0.18219725824204125,0.6209977563071368,0.3137904956211336,-1
5150,1.5401983892992486,0.024720000000000006,1.3811514780640728,0.8863624033372317,-0.17401193969658982,-1.9259010462829822,1.3749089081171895,0.6943730350110952,0.6141139725098519,-1
5151,0.6602212266354363,0.01709,1.1647965204391828,0.6153771554389587,-0.3689323118160834,-1.7430115189966424,0.15683954493481098,0.6188604034191609,0.22364654304445894,-1
5152,0.7400069361945197,0.0032039999999999985,1.1237153645774685,-1.3020261682007819,-1.5228666458751612,3.0210054450111574,0.3708638174687071,0.7435568364072266,0.0913381493171015,-1
5153,0.6602624898144677,0.018615999999999997,1.2808935361216731,4.0519990107715955,-0.7534013478066786,1.9656908343649513,0.2768498695871521,0.6904256621587771,0.10253651375909646,-1
5154,0.7815845862963265,0.049744,1.0162260126636122,0.35771288056884587,-0.22996826794975908,-0.6837318766368595,0.1446389860074619,0.5585408098043474,0.3748491071051757,-1
5155,1.6800808285317703,0.01648000000000001,0.9582278568095549,0.29217874935543736,-0.02908254064352651,-0.3061960754733524,0.5921960541567907,0.13471968654967523,1.6894224674658314,-1
5156,2.560202449498086,0.032196,1.0060033934178483,2.33606715648259,-0.07297178977540983,-2.181003736120788,0.39637077318363717,0.347235599873807,0.6124878074484635,-1
5157,2.160144960558203,0.025025,0.9846757934320514,0.32283441851171735,-0.10693653322278084,-0.4601403971671215,0.038411051360001676,0.7471308667865022,0.5217039511267694,-1
5158,1.1600012136562616,0.001677999999999999,1.016208841295743,0.548506245054494,-0.11256951852076647,-0.6247044418237387,1.7144773435693785,0.23634904307155108,0.812995513524565,-1
