euclid_distance,vertical_margin_diff,peakdiffProp,left_slope,mid_slope,right_slope,left_ellipse_prop,right_ellipse_prop,standard_deviation,label
-0.039388717892467034,-0.06905869501071496,0.17299083436089244,0.009011495474708468,-0.18665919921968158,0.38356260421906646,-0.6130501362701549,-0.42441829904530115,0.088969899433086,-1
-0.6525963807404471,-0.29560597862801025,-0.30344202148869365,1.2627478135006411,-1.3009738828973778,-0.4183261190566971,0.19908835162764338,0.19451740201067666,-0.9589810522759936,-1
-0.10897403970488852,0.6173382163283592,-0.2880153213533414,0.43798943332599977,0.043411028447555025,-0.11405009544919256,-1.1006913008531785,-0.720033793226084,0.03143441521226783,-1
0.3918741823453525,-0.06905869587504387,0.001708474741878848,0.6115418541627077,0.6411892688626484,-0.12135134635628056,-0.28237289823933603,-0.37719738062830216,0.03143441521226783,-1
0.8381523035258304,2.7496985850893694,-0.7525621332070002,-1.2447248213671935,-0.4312749537218639,0.4198908554205837,-0.8522573176536876,-1.0490972679144925,0.12938859724081023,-1
-0.7896990859663074,-1.7138663911648118,-0.5364823146106986,0.25878764953008127,-3.0878273962418117,0.20558469887376155,-0.8524882070556546,0.2639720890385477,-1.8191358267766933,-1
-0.3673382223692534,-0.0690586949699192,-0.06610827697735527,0.8800003645355478,-0.7729205311513001,0.26199909911378316,-0.6762125652533165,0.19451740201067666,-0.42375466170299375,-1
0.1360260210624875,-0.40726309740200883,-0.34060414826274793,0.3382061971472259,-1.4890382886720386,0.6527414421119411,-0.8524882072488394,0.19451740201067666,-0.00896626298087716,-1
-0.17844701466255417,0.281291692420754,0.06692334467827565,-0.0006482938947347622,0.2937131769602743,0.2554412107960964,0.08502121976242627,1.6653888295894916,0.03143441521226783,-1
0.09150661194486497,-0.11211824912322553,1.462183897734738,0.7668638388647653,1.1431014800871357,0.14948431470954254,-0.3068986412134233,-1.2763540244946066,0.03143441521226783,-1
