euclid_distance,vertical_margin_diff,peakdiffProp,left_slope,mid_slope,right_slope,left_ellipse_prop,right_ellipse_prop,standard_deviation
0.7004692012901066,0.025634000000000004,0.8494680133826443,0.06831700313903104,-0.0373712037973791,3.0315713762917977,0.161476384145636,0.13995599271634163,1.9609701130854333
0.7401163333449682,0.013121999999999998,0.8698322265588871,0.23944402512414797,-0.1728346570991588,2.634604810702446,0.03291275114084657,0.1647081563189118,0.5130306463571742
0.6802631874804046,0.018921,0.785307081046799,0.40094419629190947,-0.2531695628416357,2.4354389283317492,0.15368353885121752,0.25836235581176614,0.3058698005441624
0.8203151380390343,0.022736,0.8831763065884658,0.17132726236108248,-0.08045510888066108,2.8375729622968477,0.08605582311584359,0.12508052388643692,0.9423680914048972
0.6401078338850417,0.011748999999999999,0.9833259185834445,0.28397301160151067,-0.13043222839998078,2.626600048136609,0.04744524840492529,0.3117392639465525,0.4772043671085916
0.9819561102717371,0.06195,0.9094966781667764,0.3303722287369378,-0.11842197317171559,2.653242213328618,0.06257161455005596,0.16458845302709244,0.6387855454666022
0.7400290850507161,0.006560999999999999,0.9506197102969807,0.17052315893619238,-0.10566256288955135,2.801486515647343,0.019133504623198763,0.40788523359283246,0.7774687726620323
0.7600232907615397,0.00595,0.8878387106464792,0.291668181850692,-0.1187843784264025,2.708815491323838,0.0006785633543288521,0.23088775142305643,0.5878071853665199
0.6215554384163975,0.043945000000000005,0.7060900899051159,0.30915468381129363,-0.16398995963326093,2.6960970144331227,0.18988371025124973,0.202084112269241,0.4113862066781803
0.821649152025364,0.052032,0.8872439972169237,0.19249875978608022,-0.07509715618395296,2.841178640685302,0.004169940941942779,0.2794525461636181,0.9379406736358727
0.7201195642974852,0.013121999999999998,0.8405777317247249,0.24173971802602418,-0.17343850251849305,2.6277712498071297,0.08355784428072077,0.4904117529138999,0.5683197945435017
0.9676148686460951,0.121155,0.8597745459670459,0.24303622893249202,-0.08057659796144138,2.7748220457126,0.034989210499644645,0.11587562273783744,0.8881324306963937
0.899254100864155,0.185089,0.9999694,0.05154807502165662,-0.021996788139346354,3.0766899602499556,0.4450762969815143,0.11600873930858498,3.1389494865971885
0.9004330901160842,0.027924000000000004,0.8647716955265128,0.33904263778887006,-0.1254249024539171,2.5908457057381566,0.17922511509787653,0.5134570444144313,0.5724108884657318
0.7615088020298912,0.047913,0.8740193841193604,0.1273692284796421,-0.07303603261688879,2.8680529926722627,0.0005314944143982738,0.328646164369275,1.1556709566239876
0.590614009729705,0.187683,0.906453014011214,0.17461257151159762,-0.10857991091532107,2.8260833776687497,0.22792524151620835,0.46312818164378755,0.6038420199271851
0.8040771845046968,0.080871,0.8918920992091468,0.20153525413618062,-0.10284217658524863,2.852350726256659,0.11419294769559128,0.12387923418854248,0.8382054276623403
1.3310140755514197,1.1558540000000002,0.8907440537993386,0.10666403079952992,-0.05906968055071788,2.2411145608078575,0.14850110469245098,0.17927454199691426,1.6339359364959478
0.7210506141041695,0.03891,0.869574143614234,0.16561385416796362,-0.07878693613723438,2.8694180006450845,0.17395516095234795,0.10913371182434703,0.845742791009729
0.8400061104634894,0.0032040000000000003,0.9260780103935202,0.4332882322422421,-0.30567728140530975,2.3423888205096945,0.3015504887071828,0.23556003591298946,0.30950882560254206
0.7200582018316297,0.009155,0.8882175023071897,0.2449352317593101,-0.09779480729129644,2.7630582343363708,0.15437908724099517,0.20630171371614323,0.677879756849915
0.7000681215110426,0.009766000000000004,0.8850689068667,0.1935344101259541,-0.12466719245265727,2.8105385764643733,0.27402191763303985,0.11130241197754985,0.670292652446031
0.7200725725432124,0.010222999999999996,0.9613620091981732,0.20645191918221806,-0.09049368639249926,2.8162744464118186,0.07855337381821606,0.37517393970144786,0.7265252403066611
0.8536386536913613,0.23727399999999998,0.9704913956720052,0.1464525918229509,-0.07277626175349704,2.912413066074842,0.007150769420600853,0.2593497209271721,1.035619759108141
0.7409747769155168,0.037994999999999994,0.8753240522248644,0.19967115642762423,-0.06959914686111766,2.9186959705549835,0.2077297017312057,0.20220204655187093,0.9310090956108207
0.7601106635878753,0.012970000000000002,1.022085109955161,0.3954382558490116,-0.18399558421099405,2.5139237182098757,0.10150399068333658,0.3406452884603162,0.41924138506796
0.6401135047130314,0.012053999999999999,0.9667934420521542,0.34890302229825326,-0.18510225180045908,2.6036568766243424,0.18184938543394052,0.5280532342174259,0.3698751470987505
0.9227554944642703,0.071258,0.8461355713026644,0.12594784054110403,-0.040350379963283355,3.0015905529888323,0.2906613233756767,0.13042044061126185,1.7429799968055772
0.7829367324381965,0.067749,0.9493835993694992,0.21459448200509523,-0.07953514632105635,2.8850367795325638,0.14481784689816324,0.3461929453373104,0.7462127009274416
