euclid_distance,vertical_margin_diff,peakdiffProp,left_slope,mid_slope,right_slope,left_ellipse_prop,right_ellipse_prop,standard_deviation,label
2.1482056661847326,0.8411364574596095,0.8716374516603683,0.0025503135235946813,0.8875210329131925,1.6387443754002413,0.42254154625227736,0.1550739366093823,4.669006397121466,1
1.1002835948495968,0.5067894537731958,-0.07180327713565864,1.0554939605982798,0.08202014416373712,-0.051880536550406184,-1.0838766308802736,-0.32073600578641176,-0.22409854962761322,1
0.4751452007499372,0.10592556895203861,-0.5888179471082706,1.8001539546605216,-0.6191496677919626,-0.4487864930984185,-0.6357994390033684,-0.01031813615117309,-0.8319668927892977,1
1.989916145333209,1.0569086617551804,0.3551917792218789,1.0554939605982798,0.88752103123321,0.4943421305938271,-0.2532812753056082,-0.06257863238530417,1.029526859934614,1
0.22506034012279166,0.10592556860050208,-0.12524601843763364,0.8474721037790236,0.1344353686147802,-0.3609570339140204,-1.3355227287559475,0.46726727582715266,-0.49668601793909406,1
1.4366762621832856,0.4068004507204118,-0.4198871630317375,1.0554939605982798,0.1642782086877891,-0.4159642159800412,-1.310196958962331,-1.0833431484429692,-0.22409854937671714,1
-0.060810088517550764,0.030883410267530685,-0.8130726689225567,-0.3167706342427288,0.3774415590376924,-0.8251612746893718,-1.5729715387311507,0.46726727582715266,-0.2540707265329217,1
0.8045567581728206,0.18757669665785537,-0.3093663655077491,1.0554939605982798,0.27416674499469984,-0.22825701110247776,-1.5382727468425732,-0.12478759066571989,-0.22409854945840887,1
0.3242428190219523,0.10592556961487143,-0.7309596604108961,1.0554939605982798,-0.35827634402127256,0.021215707148630726,-0.47488717766240185,-0.6973266955874197,-0.5976492558019811,1
0.7423349206571233,0.937926618731334,-0.5533475846186976,0.5042926576372224,0.887521029404007,-0.507174432944366,-1.1268323130814146,0.46726727582715266,0.29699777625984203,1
-0.2969075995909001,-0.7364556304514609,-1.1364112559638915,-0.5405757723321395,-0.5358826317085273,-0.8410284927066721,-1.8960226411688115,0.46726727582715266,-0.696722936814356,1
1.5870214808793295,1.5523776041143467,-0.3970006716395846,1.0554939605982798,0.8875210298324401,-0.3290884507761783,-0.8603511973522494,-0.6662304604442675,0.37976987095836895,1
0.11248221097907278,1.0980312217384347,-0.9553909282799727,-0.8918776760455435,0.842406731896815,-0.933199177715096,0.42254154625227736,-1.6227648275310183,2.7734938339141526,1
0.23328495065265384,-0.7805598779288597,-1.1364112559562691,-0.06030243864778289,-0.41310520189231814,-0.897788234890464,-1.4759394481393615,0.46726727582715266,-0.7299609689770737,1
0.20486145184204615,0.8046012869085754,-0.8443964600026432,-0.0706924731713314,0.8875210288781472,-0.7761052490650869,-1.2074961358677156,0.46726727582715266,0.4195752332482366,1
0.702094303610197,0.1059255689645601,-0.34620815484789647,1.0554939605982798,0.21967178873711118,-0.2075905340016547,-0.7895922659594176,-0.07867393465478306,-0.247715271767932,1
